OCANumber,IncidentFromDate,IncidentFromTime,IncidentToDate,IncidentToTime,OffenseCode,Offense Description,CaseStatus,CaseDisposition,LocationCode,PatrolZone,LocationLandmark,LocationStreetNumber,LocationDirectional,LocationStreet,LocationLatitude,LocationLongitude,CreatedSource
11010001,01/01/2011,02:20:00,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,NONCAM,Z2,Chi Phi Fraternity   304  Z2,720,NULL,"Fowler Street, NW",NULL,NULL,1
11010004,01/01/2011,23:41:00,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z2,"Fifth Street, NW @ Williams Street, NW",NULL,NULL,NULL,NULL,NULL,1
11010005,01/02/2011,18:08:00,01/02/2011,18:08:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,Peters Parking Deck   8   Z2,749,NULL,"Fowler Street, NW",NULL,NULL,1
11010007,01/02/2011,20:00:00,NULL,NULL,7399,Miscellaneous Offenses,Inactive,NULL,NONCAM,Z1,"Mecaslin Street, NW @ Laurent Street, NW",NULL,NULL,NULL,NULL,NULL,1
11010012,01/03/2011,10:00:00,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"Williams Street, NW @ North Avenue, NW",NULL,NULL,NULL,NULL,NULL,1
11010014,01/03/2011,10:00:00,01/03/2011,15:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,Miscellaneous Campus Location,NULL,NULL,NULL,NULL,NULL,1
11010015,01/04/2011,00:30:00,01/04/2011,03:15:00,5707,Criminal Trespass,Inactive,NULL,PUB,Z2,"700 block Techwood Drive, NW",NULL,NULL,NULL,NULL,NULL,1
11010016,01/04/2011,10:30:00,01/04/2011,10:30:00,2999,Damage to Property Offense Free Text,Inactive,NULL,ONCAMRES,Z4,Eighth Street Apartments East Building,555,NULL,"Eighth Street, NW",NULL,NULL,1
11010017,01/04/2011,16:45:00,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,Molecular Science Building    Z1,901,NULL,"Atlantic Drive, NW",NULL,NULL,1
11010018,01/04/2011,14:00:00,01/04/2011,14:10:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z3,Student Center   104   Z3,351,NULL,Ferst Drive NW,NULL,NULL,1
11010019,01/05/2011,09:00:00,01/05/2011,10:10:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,Student Success Center,219,NULL,"Uncle Heinie Way, NW",NULL,NULL,1
11010020,01/05/2011,13:50:00,01/05/2011,14:15:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z2,Glenn Residence Hall   16   Z2,118,NULL,"Bobby Dodd Way, NW",NULL,NULL,1
11010021,01/05/2011,07:00:00,NULL,NULL,7399,Miscellaneous Offenses,Further Investigation,NULL,ONCAM,Z3,Georgia Tech Police Department,879,NULL,"Hemphill Avenue, NW",NULL,NULL,1
11010022,01/05/2011,08:00:00,01/05/2011,17:00:00,2399,Larceny Offense Free Text,Inactive,NULL,NONCAM,Z2,Kappa Alpha Fraternity   310   Z2,801,NULL,"Techwood Drive, NW",NULL,NULL,1
11010023,01/05/2011,06:33:00,01/05/2011,22:25:00,2308,Larceny – From Building,Closed/Cleared,Unfounded,ONCAM,Z2,Georgia Tech Hotel & Conference Center   171  Z2,800,NULL,Spring Street NW,NULL,NULL,1
11010024,01/05/2011,06:50:00,01/05/2011,22:00:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z2,Georgia Tech Hotel & Conference Center,800,NULL,Spring Street NW,NULL,NULL,1
11010026,01/06/2011,10:10:00,01/06/2011,10:30:00,7399,Miscellaneous Offenses,Inactive,NULL,ONCAM,Z4,Advanced Wood Lab  158   Z4,676,NULL,"Marietta Street, NW",NULL,NULL,1
11010027,01/06/2011,14:41:00,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,NULL,Miscellaneous Campus Location,NULL,NULL,NULL,NULL,NULL,1
11010029,01/06/2011,17:26:00,01/06/2011,17:28:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z1,"Center Street, NW @ 10th Street, NW",NULL,NULL,NULL,NULL,NULL,1
11010030,01/05/2011,15:00:00,01/05/2011,18:00:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z2,Campus Recreation Center,750,NULL,"Ferst Drive, NW",NULL,NULL,1
11010031,01/06/2011,23:10:00,01/06/2011,23:15:00,7399,Miscellaneous Offenses,Closed/Cleared,Unfounded,ONCAM,Z1,Institute of Paper Science Technology,575,NULL,"Fourteenth Street, NW",NULL,NULL,1
11010032,01/07/2011,02:09:00,NULL,NULL,2399,Larceny Offense Free Text,Inactive,NULL,ONCAM,Z2,Clough Undergraduate Learning Commons Construction Site,258,NULL,"Fourth Street, NW",NULL,NULL,1
11010036,01/07/2011,14:18:00,NULL,NULL,2999,Damage to Property Offense Free Text,Further Investigation,NULL,ONCAM,Z2,Harris Residence Hall   11   Z2,633,NULL,"Techwood Drive, NW",NULL,NULL,1
11010037,01/07/2011,23:39:00,01/08/2011,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,NULL,"Northside Drive, NW @ Ethel Street, NW",NULL,NULL,NULL,NULL,NULL,1
11010038,01/08/2011,14:20:00,01/08/2011,14:55:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,Campus Recreation Center   122   Z4,750,NULL,"Ferst Drive, NW",NULL,NULL,1
